Course Name,Course ID,Attempt ID,Candidate Name,Candidate Email,Mark,Grade
Database Management,CS103,3,Fatima Patel,fatima.patel928@gmail.com,88.5,B
Web Development,CS104,1,Fatima Patel,fatima.patel928@gmail.com,70.6,C
Web Development,CS104,2,Fatima Patel,fatima.patel928@gmail.com,98.8,A
Machine Learning,CS105,1,Fatima Patel,fatima.patel928@gmail.com,66.5,D
Machine Learning,CS105,2,Fatima Patel,fatima.patel928@gmail.com,90.6,A
Machine Learning,CS105,3,Fatima Patel,fatima.patel928@gmail.com,100.0,A
Algorithms,CS106,1,Fatima Patel,fatima.patel928@gmail.com,70.9,C
Software Engineering,CS107,1,Fatima Patel,fatima.patel928@gmail.com,65.2,D
Computer Networks,CS108,1,Fatima Patel,fatima.patel928@gmail.com,88.3,B
Computer Networks,CS108,2,Fatima Patel,fatima.patel928@gmail.com,98.2,A
Python Programming,CS101,1,Michael Robinson,michael.robinson881@gmail.com,100.0,A
Python Programming,CS101,2,Michael Robinson,michael.robinson881@gmail.com,89.8,B
Python Programming,CS101,3,Michael Robinson,michael.robinson881@gmail.com,89.7,B
Data Structures,CS102,1,Michael Robinson,michael.robinson881@gmail.com,82.4,B
Database Management,CS103,1,Michael Robinson,michael.robinson881@gmail.com,76.1,C
Database Management,CS103,2,Michael Robinson,michael.robinson881@gmail.com,100.0,A
Database Management,CS103,3,Michael Robinson,michael.robinson881@gmail.com,100.0,A
Web Development,CS104,1,Michael Robinson,michael.robinson881@gmail.com,95.0,A
Web Development,CS104,2,Michael Robinson,michael.robinson881@gmail.com,100.0,A
Web Development,CS104,3,Michael Robinson,michael.robinson881@gmail.com,100.0,A
Machine Learning,CS105,1,Michael Robinson,michael.robinson881@gmail.com,100.0,A
Machine Learning,CS105,2,Michael Robinson,michael.robinson881@gmail.com,86.3,B
Machine Learning,CS105,3,Michael Robinson,michael.robinson881@gmail.com,100.0,A
Algorithms,CS106,1,Michael Robinson,michael.robinson881@gmail.com,84.6,B
Software Engineering,CS107,1,Michael Robinson,michael.robinson881@gmail.com,83.2,B
Software Engineering,CS107,2,Michael Robinson,michael.robinson881@gmail.com,100.0,A
Software Engineering,CS107,3,Michael Robinson,michael.robinson881@gmail.com,96.0,A
Computer Networks,CS108,1,Michael Robinson,michael.robinson881@gmail.com,79.9,C
Computer Networks,CS108,2,Michael Robinson,michael.robinson881@gmail.com,85.6,B
Computer Networks,CS108,3,Michael Robinson,michael.robinson881@gmail.com,98.7,A
Python Programming,CS101,1,Ava Allen,ava.allen73@student.edu,64.2,D
Python Programming,CS101,2,Ava Allen,ava.allen73@student.edu,68.8,D
Data Structures,CS102,1,Ava Allen,ava.allen73@student.edu,53.7,F
Data Structures,CS102,2,Ava Allen,ava.allen73@student.edu,77.7,C
Data Structures,CS102,3,Ava Allen,ava.allen73@student.edu,90.9,A
Database Management,CS103,1,Ava Allen,ava.allen73@student.edu,75.9,C
Database Management,CS103,2,Ava Allen,ava.allen73@student.edu,74.0,C
Web Development,CS104,1,Ava Allen,ava.allen73@student.edu,74.5,C
Web Development,CS104,2,Ava Allen,ava.allen73@student.edu,75.5,C
Web Development,CS104,3,Ava Allen,ava.allen73@student.edu,75.9,C
Machine Learning,CS105,1,Ava Allen,ava.allen73@student.edu,71.3,C
Machine Learning,CS105,2,Ava Allen,ava.allen73@student.edu,63.4,D
Algorithms,CS106,1,Ava Allen,ava.allen73@student.edu,79.3,C
Algorithms,CS106,2,Ava Allen,ava.allen73@student.edu,84.0,B
Software Engineering,CS107,1,Ava Allen,ava.allen73@student.edu,53.9,F
Software Engineering,CS107,2,Ava Allen,ava.allen73@student.edu,64.3,D
Software Engineering,CS107,3,Ava Allen,ava.allen73@student.edu,67.0,D
Computer Networks,CS108,1,Ava Allen,ava.allen73@student.edu,65.3,D
Computer Networks,CS108,2,Ava Allen,ava.allen73@student.edu,81.9,B
Python Programming,CS101,1,Isabella Williams,isabella.williams286@outlook.com,75.3,C
Python Programming,CS101,2,Isabella Williams,isabella.williams286@outlook.com,60.1,D
Data Structures,CS102,1,Isabella Williams,isabella.williams286@outlook.com,54.6,F
Database Management,CS103,1,Isabella Williams,isabella.williams286@outlook.com,55.0,F
Database Management,CS103,2,Isabella Williams,isabella.williams286@outlook.com,64.0,D
Web Development,CS104,1,Isabella Williams,isabella.williams286@outlook.com,58.5,F
Machine Learning,CS105,1,Isabella Williams,isabella.williams286@outlook.com,59.5,F
Algorithms,CS106,1,Isabella Williams,isabella.williams286@outlook.com,68.2,D
Algorithms,CS106,2,Isabella Williams,isabella.williams286@outlook.com,76.3,C
Software Engineering,CS107,1,Isabella Williams,isabella.williams286@outlook.com,69.3,D
Software Engineering,CS107,2,Isabella Williams,isabella.williams286@outlook.com,64.5,D
Computer Networks,CS108,1,Isabella Williams,isabella.williams286@outlook.com,56.1,F
Python Programming,CS101,1,Emma Garcia,emma.garcia220@college.org,96.5,A
Data Structures,CS102,1,Emma Garcia,emma.garcia220@college.org,100.0,A
Data Structures,CS102,2,Emma Garcia,emma.garcia220@college.org,100.0,A
Database Management,CS103,1,Emma Garcia,emma.garcia220@college.org,100.0,A
Database Management,CS103,2,Emma Garcia,emma.garcia220@college.org,100.0,A
Database Management,CS103,3,Emma Garcia,emma.garcia220@college.org,100.0,A
Web Development,CS104,1,Emma Garcia,emma.garcia220@college.org,88.0,B
Web Development,CS104,2,Emma Garcia,emma.garcia220@college.org,94.8,A
Web Development,CS104,3,Emma Garcia,emma.garcia220@college.org,100.0,A
Machine Learning,CS105,1,Emma Garcia,emma.garcia220@college.org,78.9,C
Machine Learning,CS105,2,Emma Garcia,emma.garcia220@college.org,100.0,A
Algorithms,CS106,1,Emma Garcia,emma.garcia220@college.org,91.3,A
Algorithms,CS106,2,Emma Garcia,emma.garcia220@college.org,100.0,A
Software Engineering,CS107,1,Emma Garcia,emma.garcia220@college.org,100.0,A
Software Engineering,CS107,2,Emma Garcia,emma.garcia220@college.org,100.0,A
Computer Networks,CS108,1,Emma Garcia,emma.garcia220@college.org,87.0,B
Computer Networks,CS108,2,Emma Garcia,emma.garcia220@college.org,100.0,A
Computer Networks,CS108,3,Emma Garcia,emma.garcia220@college.org,100.0,A
Python Programming,CS101,1,Carlos Khan,carlos.khan741@outlook.com,87.0,B
Python Programming,CS101,2,Carlos Khan,carlos.khan741@outlook.com,86.7,B
Data Structures,CS102,1,Carlos Khan,carlos.khan741@outlook.com,72.1,C
Data Structures,CS102,2,Carlos Khan,carlos.khan741@outlook.com,84.9,B
Database Management,CS103,1,Carlos Khan,carlos.khan741@outlook.com,74.2,C
Database Management,CS103,2,Carlos Khan,carlos.khan741@outlook.com,99.2,A
Database Management,CS103,3,Carlos Khan,carlos.khan741@outlook.com,95.9,A
Web Development,CS104,1,Carlos Khan,carlos.khan741@outlook.com,73.0,C
Web Development,CS104,2,Carlos Khan,carlos.khan741@outlook.com,94.8,A
Machine Learning,CS105,1,Carlos Khan,carlos.khan741@outlook.com,68.2,D
Machine Learning,CS105,2,Carlos Khan,carlos.khan741@outlook.com,92.3,A
Algorithms,CS106,1,Carlos Khan,carlos.khan741@outlook.com,77.2,C
Algorithms,CS106,2,Carlos Khan,carlos.khan741@outlook.com,83.3,B
Software Engineering,CS107,1,Carlos Khan,carlos.khan741@outlook.com,76.7,C
Software Engineering,CS107,2,Carlos Khan,carlos.khan741@outlook.com,81.4,B
Software Engineering,CS107,3,Carlos Khan,carlos.khan741@outlook.com,98.0,A
Computer Networks,CS108,1,Carlos Khan,carlos.khan741@outlook.com,82.7,B
Computer Networks,CS108,2,Carlos Khan,carlos.khan741@outlook.com,79.6,C
Python Programming,CS101,1,Joseph King,joseph.king249@college.org,57.3,F
Data Structures,CS102,1,Joseph King,joseph.king249@college.org,63.6,D
Data Structures,CS102,2,Joseph King,joseph.king249@college.org,57.9,F
Data Structures,CS102,3,Joseph King,joseph.king249@college.org,64.8,D
Database Management,CS103,1,Joseph King,joseph.king249@college.org,68.2,D
Web Development,CS104,1,Joseph King,joseph.king249@college.org,74.9,C
Machine Learning,CS105,1,Joseph King,joseph.king249@college.org,74.1,C
Machine Learning,CS105,2,Joseph King,joseph.king249@college.org,76.8,C
Machine Learning,CS105,3,Joseph King,joseph.king249@college.org,58.1,F
Algorithms,CS106,1,Joseph King,joseph.king249@college.org,61.5,D
Algorithms,CS106,2,Joseph King,joseph.king249@college.org,56.0,F
Software Engineering,CS107,1,Joseph King,joseph.king249@college.org,52.0,F
Software Engineering,CS107,2,Joseph King,joseph.king249@college.org,71.3,C
Computer Networks,CS108,1,Joseph King,joseph.king249@college.org,54.1,F
Computer Networks,CS108,2,Joseph King,joseph.king249@college.org,65.0,D
Computer Networks,CS108,3,Joseph King,joseph.king249@college.org,73.3,C
Python Programming,CS101,1,Emma Walker,emma.walker827@college.org,87.2,B
Python Programming,CS101,2,Emma Walker,emma.walker827@college.org,83.4,B
Data Structures,CS102,1,Emma Walker,emma.walker827@college.org,71.8,C
Data Structures,CS102,2,Emma Walker,emma.walker827@college.org,83.0,B
Database Management,CS103,1,Emma Walker,emma.walker827@college.org,81.6,B
Database Management,CS103,2,Emma Walker,emma.walker827@college.org,100.0,A
Database Management,CS103,3,Emma Walker,emma.walker827@college.org,78.0,C
Web Development,CS104,1,Emma Walker,emma.walker827@college.org,70.0,C
Web Development,CS104,2,Emma Walker,emma.walker827@college.org,74.3,C
Web Development,CS104,3,Emma Walker,emma.walker827@college.org,95.8,A
Machine Learning,CS105,1,Emma Walker,emma.walker827@college.org,69.7,D
Machine Learning,CS105,2,Emma Walker,emma.walker827@college.org,92.4,A
Algorithms,CS106,1,Emma Walker,emma.walker827@college.org,69.8,D
Algorithms,CS106,2,Emma Walker,emma.walker827@college.org,92.1,A
Software Engineering,CS107,1,Emma Walker,emma.walker827@college.org,91.7,A
Software Engineering,CS107,2,Emma Walker,emma.walker827@college.org,85.5,B
Software Engineering,CS107,3,Emma Walker,emma.walker827@college.org,100.0,A
Computer Networks,CS108,1,Emma Walker,emma.walker827@college.org,67.7,D
Python Programming,CS101,1,Elena Robinson,elena.robinson195@college.org,71.2,C
Python Programming,CS101,2,Elena Robinson,elena.robinson195@college.org,71.0,C
Data Structures,CS102,1,Elena Robinson,elena.robinson195@college.org,68.1,D
Data Structures,CS102,2,Elena Robinson,elena.robinson195@college.org,72.7,C
Database Management,CS103,1,Elena Robinson,elena.robinson195@college.org,65.5,D
Database Management,CS103,2,Elena Robinson,elena.robinson195@college.org,78.2,C
Web Development,CS104,1,Elena Robinson,elena.robinson195@college.org,52.7,F
Web Development,CS104,2,Elena Robinson,elena.robinson195@college.org,81.3,B
Web Development,CS104,3,Elena Robinson,elena.robinson195@college.org,88.5,B
Machine Learning,CS105,1,Elena Robinson,elena.robinson195@college.org,65.0,D
Machine Learning,CS105,2,Elena Robinson,elena.robinson195@college.org,63.2,D
Machine Learning,CS105,3,Elena Robinson,elena.robinson195@college.org,74.9,C
Algorithms,CS106,1,Elena Robinson,elena.robinson195@college.org,65.2,D
Algorithms,CS106,2,Elena Robinson,elena.robinson195@college.org,70.3,C
Software Engineering,CS107,1,Elena Robinson,elena.robinson195@college.org,60.7,D
Computer Networks,CS108,1,Elena Robinson,elena.robinson195@college.org,72.1,C
Computer Networks,CS108,2,Elena Robinson,elena.robinson195@college.org,73.2,C
Python Programming,CS101,1,Ethan Khan,ethan.khan100@gmail.com,60.5,D
Python Programming,CS101,2,Ethan Khan,ethan.khan100@gmail.com,59.7,F
Data Structures,CS102,1,Ethan Khan,ethan.khan100@gmail.com,58.6,F
Database Management,CS103,1,Ethan Khan,ethan.khan100@gmail.com,71.2,C
Database Management,CS103,2,Ethan Khan,ethan.khan100@gmail.com,75.3,C
Web Development,CS104,1,Ethan Khan,ethan.khan100@gmail.com,55.1,F
Web Development,CS104,2,Ethan Khan,ethan.khan100@gmail.com,75.0,C
Machine Learning,CS105,1,Ethan Khan,ethan.khan100@gmail.com,51.7,F
Machine Learning,CS105,2,Ethan Khan,ethan.khan100@gmail.com,58.6,F
Machine Learning,CS105,3,Ethan Khan,ethan.khan100@gmail.com,82.6,B
Algorithms,CS106,1,Ethan Khan,ethan.khan100@gmail.com,74.9,C
Algorithms,CS106,2,Ethan Khan,ethan.khan100@gmail.com,63.7,D
Software Engineering,CS107,1,Ethan Khan,ethan.khan100@gmail.com,50.8,F
Computer Networks,CS108,1,Ethan Khan,ethan.khan100@gmail.com,75.4,C
Computer Networks,CS108,2,Ethan Khan,ethan.khan100@gmail.com,71.4,C
Python Programming,CS101,1,Daniel Allen,daniel.allen363@college.org,63.4,D
Data Structures,CS102,1,Daniel Allen,daniel.allen363@college.org,79.7,C
Data Structures,CS102,2,Daniel Allen,daniel.allen363@college.org,79.0,C
Data Structures,CS102,3,Daniel Allen,daniel.allen363@college.org,85.0,B
Database Management,CS103,1,Daniel Allen,daniel.allen363@college.org,86.1,B
Web Development,CS104,1,Daniel Allen,daniel.allen363@college.org,62.9,D
Web Development,CS104,2,Daniel Allen,daniel.allen363@college.org,85.1,B
Web Development,CS104,3,Daniel Allen,daniel.allen363@college.org,86.9,B
Machine Learning,CS105,1,Daniel Allen,daniel.allen363@college.org,59.0,F
Machine Learning,CS105,2,Daniel Allen,daniel.allen363@college.org,91.7,A
Machine Learning,CS105,3,Daniel Allen,daniel.allen363@college.org,92.5,A
Algorithms,CS106,1,Daniel Allen,daniel.allen363@college.org,73.2,C
Software Engineering,CS107,1,Daniel Allen,daniel.allen363@college.org,74.9,C
Software Engineering,CS107,2,Daniel Allen,daniel.allen363@college.org,74.6,C
Computer Networks,CS108,1,Daniel Allen,daniel.allen363@college.org,65.9,D
Python Programming,CS101,1,Maria Smith,maria.smith421@college.org,45.9,F
Python Programming,CS101,2,Maria Smith,maria.smith421@college.org,48.6,F
Data Structures,CS102,1,Maria Smith,maria.smith421@college.org,39.3,F
Data Structures,CS102,2,Maria Smith,maria.smith421@college.org,56.1,F
Data Structures,CS102,3,Maria Smith,maria.smith421@college.org,50.7,F
Database Management,CS103,1,Maria Smith,maria.smith421@college.org,49.0,F
Web Development,CS104,1,Maria Smith,maria.smith421@college.org,47.5,F
Web Development,CS104,2,Maria Smith,maria.smith421@college.org,47.8,F
Machine Learning,CS105,1,Maria Smith,maria.smith421@college.org,35.4,F
Machine Learning,CS105,2,Maria Smith,maria.smith421@college.org,58.2,F
Algorithms,CS106,1,Maria Smith,maria.smith421@college.org,49.1,F
Software Engineering,CS107,1,Maria Smith,maria.smith421@college.org,39.6,F
Software Engineering,CS107,2,Maria Smith,maria.smith421@college.org,42.0,F
Computer Networks,CS108,1,Maria Smith,maria.smith421@college.org,39.3,F
Computer Networks,CS108,2,Maria Smith,maria.smith421@college.org,50.1,F
Computer Networks,CS108,3,Maria Smith,maria.smith421@college.org,64.1,D
Python Programming,CS101,1,Wei Zhang,wei.zhang885@college.org,39.4,F
Data Structures,CS102,1,Wei Zhang,wei.zhang885@college.org,52.9,F
Data Structures,CS102,2,Wei Zhang,wei.zhang885@college.org,51.2,F
Data Structures,CS102,3,Wei Zhang,wei.zhang885@college.org,53.9,F
Database Management,CS103,1,Wei Zhang,wei.zhang885@college.org,47.6,F
Web Development,CS104,1,Wei Zhang,wei.zhang885@college.org,49.4,F
Machine Learning,CS105,1,Wei Zhang,wei.zhang885@college.org,42.9,F
Machine Learning,CS105,2,Wei Zhang,wei.zhang885@college.org,47.3,F
Algorithms,CS106,1,Wei Zhang,wei.zhang885@college.org,38.3,F
Algorithms,CS106,2,Wei Zhang,wei.zhang885@college.org,54.2,F
Algorithms,CS106,3,Wei Zhang,wei.zhang885@college.org,54.2,F
Software Engineering,CS107,1,Wei Zhang,wei.zhang885@college.org,43.4,F
Software Engineering,CS107,2,Wei Zhang,wei.zhang885@college.org,44.6,F
Software Engineering,CS107,3,Wei Zhang,wei.zhang885@college.org,55.6,F
Computer Networks,CS108,1,Wei Zhang,wei.zhang885@college.org,38.1,F
Computer Networks,CS108,2,Wei Zhang,wei.zhang885@college.org,47.5,F
Python Programming,CS101,1,Emily Anderson,emily.anderson690@gmail.com,72.9,C
Python Programming,CS101,2,Emily Anderson,emily.anderson690@gmail.com,68.3,D
Python Programming,CS101,3,Emily Anderson,emily.anderson690@gmail.com,84.1,B
Data Structures,CS102,1,Emily Anderson,emily.anderson690@gmail.com,58.6,F
Data Structures,CS102,2,Emily Anderson,emily.anderson690@gmail.com,62.1,D
Database Management,CS103,1,Emily Anderson,emily.anderson690@gmail.com,73.3,C
Database Management,CS103,2,Emily Anderson,emily.anderson690@gmail.com,63.6,D
Database Management,CS103,3,Emily Anderson,emily.anderson690@gmail.com,80.1,B
Web Development,CS104,1,Emily Anderson,emily.anderson690@gmail.com,71.7,C
Web Development,CS104,2,Emily Anderson,emily.anderson690@gmail.com,78.0,C
Web Development,CS104,3,Emily Anderson,emily.anderson690@gmail.com,87.0,B
Machine Learning,CS105,1,Emily Anderson,emily.anderson690@gmail.com,57.9,F
Algorithms,CS106,1,Emily Anderson,emily.anderson690@gmail.com,55.4,F
Algorithms,CS106,2,Emily Anderson,emily.anderson690@gmail.com,76.4,C
Algorithms,CS106,3,Emily Anderson,emily.anderson690@gmail.com,68.2,D
Software Engineering,CS107,1,Emily Anderson,emily.anderson690@gmail.com,65.2,D
Computer Networks,CS108,1,Emily Anderson,emily.anderson690@gmail.com,50.1,F
Computer Networks,CS108,2,Emily Anderson,emily.anderson690@gmail.com,58.0,F
Python Programming,CS101,1,Priya Martinez,priya.martinez63@gmail.com,53.0,F
Python Programming,CS101,2,Priya Martinez,priya.martinez63@gmail.com,65.5,D
Data Structures,CS102,1,Priya Martinez,priya.martinez63@gmail.com,63.9,D
Data Structures,CS102,2,Priya Martinez,priya.martinez63@gmail.com,58.3,F
Database Management,CS103,1,Priya Martinez,priya.martinez63@gmail.com,50.3,F
Database Management,CS103,2,Priya Martinez,priya.martinez63@gmail.com,70.6,C
Web Development,CS104,1,Priya Martinez,priya.martinez63@gmail.com,46.9,F
Web Development,CS104,2,Priya Martinez,priya.martinez63@gmail.com,72.5,C
Machine Learning,CS105,1,Priya Martinez,priya.martinez63@gmail.com,52.6,F
Machine Learning,CS105,2,Priya Martinez,priya.martinez63@gmail.com,65.0,D
Machine Learning,CS105,3,Priya Martinez,priya.martinez63@gmail.com,59.8,F
Algorithms,CS106,1,Priya Martinez,priya.martinez63@gmail.com,53.8,F
Algorithms,CS106,2,Priya Martinez,priya.martinez63@gmail.com,66.3,D
Software Engineering,CS107,1,Priya Martinez,priya.martinez63@gmail.com,57.8,F
Software Engineering,CS107,2,Priya Martinez,priya.martinez63@gmail.com,64.2,D
Software Engineering,CS107,3,Priya Martinez,priya.martinez63@gmail.com,70.0,C
Computer Networks,CS108,1,Priya Martinez,priya.martinez63@gmail.com,57.2,F
Computer Networks,CS108,2,Priya Martinez,priya.martinez63@gmail.com,65.3,D
Computer Networks,CS108,3,Priya Martinez,priya.martinez63@gmail.com,71.7,C
Python Programming,CS101,1,Emily Miller,emily.miller746@college.org,63.9,D
Python Programming,CS101,2,Emily Miller,emily.miller746@college.org,78.5,C
Python Programming,CS101,3,Emily Miller,emily.miller746@college.org,75.6,C
Data Structures,CS102,1,Emily Miller,emily.miller746@college.org,73.3,C
Data Structures,CS102,2,Emily Miller,emily.miller746@college.org,89.7,B
Data Structures,CS102,3,Emily Miller,emily.miller746@college.org,91.5,A
Database Management,CS103,1,Emily Miller,emily.miller746@college.org,86.2,B
Database Management,CS103,2,Emily Miller,emily.miller746@college.org,92.3,A
Database Management,CS103,3,Emily Miller,emily.miller746@college.org,100.0,A
Web Development,CS104,1,Emily Miller,emily.miller746@college.org,70.8,C
Web Development,CS104,2,Emily Miller,emily.miller746@college.org,94.3,A
Machine Learning,CS105,1,Emily Miller,emily.miller746@college.org,80.3,B
Machine Learning,CS105,2,Emily Miller,emily.miller746@college.org,95.8,A
Algorithms,CS106,1,Emily Miller,emily.miller746@college.org,68.0,D
Algorithms,CS106,2,Emily Miller,emily.miller746@college.org,97.9,A
Software Engineering,CS107,1,Emily Miller,emily.miller746@college.org,66.1,D
Software Engineering,CS107,2,Emily Miller,emily.miller746@college.org,96.3,A
Computer Networks,CS108,1,Emily Miller,emily.miller746@college.org,67.1,D
Python Programming,CS101,1,Ava Singh,ava.singh820@student.edu,49.7,F
Data Structures,CS102,1,Ava Singh,ava.singh820@student.edu,50.0,F
Data Structures,CS102,2,Ava Singh,ava.singh820@student.edu,61.6,D
Data Structures,CS102,3,Ava Singh,ava.singh820@student.edu,73.5,C
Database Management,CS103,1,Ava Singh,ava.singh820@student.edu,67.3,D
Web Development,CS104,1,Ava Singh,ava.singh820@student.edu,63.1,D
Machine Learning,CS105,1,Ava Singh,ava.singh820@student.edu,45.7,F
Algorithms,CS106,1,Ava Singh,ava.singh820@student.edu,62.9,D
Software Engineering,CS107,1,Ava Singh,ava.singh820@student.edu,49.0,F
Software Engineering,CS107,2,Ava Singh,ava.singh820@student.edu,65.2,D
Software Engineering,CS107,3,Ava Singh,ava.singh820@student.edu,75.3,C
Computer Networks,CS108,1,Ava Singh,ava.singh820@student.edu,53.3,F
Computer Networks,CS108,2,Ava Singh,ava.singh820@student.edu,62.5,D
Python Programming,CS101,1,Michael Martin,michael.martin255@gmail.com,39.9,F
Data Structures,CS102,1,Michael Martin,michael.martin255@gmail.com,48.0,F
Data Structures,CS102,2,Michael Martin,michael.martin255@gmail.com,50.0,F
Data Structures,CS102,3,Michael Martin,michael.martin255@gmail.com,59.6,F
Database Management,CS103,1,Michael Martin,michael.martin255@gmail.com,53.0,F
Database Management,CS103,2,Michael Martin,michael.martin255@gmail.com,62.7,D
Database Management,CS103,3,Michael Martin,michael.martin255@gmail.com,52.5,F
Web Development,CS104,1,Michael Martin,michael.martin255@gmail.com,51.4,F
Machine Learning,CS105,1,Michael Martin,michael.martin255@gmail.com,46.5,F
Machine Learning,CS105,2,Michael Martin,michael.martin255@gmail.com,52.0,F
Machine Learning,CS105,3,Michael Martin,michael.martin255@gmail.com,60.5,D
Algorithms,CS106,1,Michael Martin,michael.martin255@gmail.com,51.8,F
Algorithms,CS106,2,Michael Martin,michael.martin255@gmail.com,59.0,F
Algorithms,CS106,3,Michael Martin,michael.martin255@gmail.com,65.6,D
Software Engineering,CS107,1,Michael Martin,michael.martin255@gmail.com,55.2,F
Computer Networks,CS108,1,Michael Martin,michael.martin255@gmail.com,40.9,F
Computer Networks,CS108,2,Michael Martin,michael.martin255@gmail.com,58.0,F
Python Programming,CS101,1,William King,william.king195@outlook.com,98.9,A
Python Programming,CS101,2,William King,william.king195@outlook.com,83.3,B
Data Structures,CS102,1,William King,william.king195@outlook.com,77.1,C
Database Management,CS103,1,William King,william.king195@outlook.com,78.4,C
Database Management,CS103,2,William King,william.king195@outlook.com,100.0,A
Database Management,CS103,3,William King,william.king195@outlook.com,100.0,A
Web Development,CS104,1,William King,william.king195@outlook.com,98.1,A
Web Development,CS104,2,William King,william.king195@outlook.com,100.0,A
Machine Learning,CS105,1,William King,william.king195@outlook.com,84.2,B
Machine Learning,CS105,2,William King,william.king195@outlook.com,82.6,B
Machine Learning,CS105,3,William King,william.king195@outlook.com,92.4,A
Algorithms,CS106,1,William King,william.king195@outlook.com,77.6,C
Algorithms,CS106,2,William King,william.king195@outlook.com,96.0,A
Software Engineering,CS107,1,William King,william.king195@outlook.com,100.0,A
Software Engineering,CS107,2,William King,william.king195@outlook.com,100.0,A
Computer Networks,CS108,1,William King,william.king195@outlook.com,97.2,A
Computer Networks,CS108,2,William King,william.king195@outlook.com,100.0,A
Computer Networks,CS108,3,William King,william.king195@outlook.com,100.0,A
Python Programming,CS101,1,James Williams,james.williams144@college.org,73.6,C
Data Structures,CS102,1,James Williams,james.williams144@college.org,58.1,F
Data Structures,CS102,2,James Williams,james.williams144@college.org,74.8,C
Database Management,CS103,1,James Williams,james.williams144@college.org,70.2,C
Web Development,CS104,1,James Williams,james.williams144@college.org,67.4,D
Machine Learning,CS105,1,James Williams,james.williams144@college.org,62.4,D
Machine Learning,CS105,2,James Williams,james.williams144@college.org,78.1,C
Algorithms,CS106,1,James Williams,james.williams144@college.org,76.8,C
Algorithms,CS106,2,James Williams,james.williams144@college.org,77.5,C
Algorithms,CS106,3,James Williams,james.williams144@college.org,62.2,D
Software Engineering,CS107,1,James Williams,james.williams144@college.org,66.2,D
Software Engineering,CS107,2,James Williams,james.williams144@college.org,66.7,D
Computer Networks,CS108,1,James Williams,james.williams144@college.org,64.7,D
Computer Networks,CS108,2,James Williams,james.williams144@college.org,76.4,C
